Date,Rank,Stock,CMP,Volume,ReturnPct,Score,ExpectedReturn
2026-06-21 00:00:00,4,TITAN,3675,7268384,0.41,80.9,3.25
2026-06-21 00:00:00,5,TCS,4007,4664338,2.83,85.9,3.9
2026-06-21 00:00:00,6,INFY,3490,9816538,0.63,86.7,1.21
2026-06-21 00:00:00,7,SBIN,964,2882551,-2.07,80.8,3.43
2026-06-21 00:00:00,8,ICICIBANK,1516,10003663,-1.45,72.5,3.51
2026-06-21 00:00:00,9,RELIANCE,1549,4446065,2.52,78.6,5.47
2026-06-21 00:00:00,10,AXISBANK,1234,1933413,0.67,79.5,3.18
2026-06-22 00:00:00,1,LT,3775,10702453,-1.99,76.1,4.44
2026-06-22 00:00:00,2,ICICIBANK,1508,2010921,4.04,62.6,5.66
2026-06-22 00:00:00,3,TCS,3878,5816582,0.36,89.2,4.78
2026-06-22 00:00:00,4,HDFCBANK,1727,7282411,4.45,74.5,5.32
2026-06-22 00:00:00,5,AXISBANK,1216,7302286,-1.94,96.6,5.35
2026-06-22 00:00:00,6,INFY,3504,11964482,3.52,64.5,5.96
2026-06-22 00:00:00,7,SBIN,920,9872505,-1.61,97.2,5.14
2026-06-22 00:00:00,8,ITC,375,6005700,0.74,87.3,3.01
2026-06-22 00:00:00,9,TITAN,3617,4853123,-0.77,73.2,2.23
2026-06-22 00:00:00,10,RELIANCE,1548,1540516,3.17,75.9,4.78
2026-06-23 00:00:00,1,INFY,3532,1742169,0.32,68.9,1.93
2026-06-23 00:00:00,2,ITC,384,3351084,1.03,71,5.04
2026-06-23 00:00:00,3,TCS,4017,6350316,1.54,89.4,5.06
2026-06-23 00:00:00,4,SBIN,880,6062767,3.63,97.5,3.51
2026-06-23 00:00:00,5,ICICIBANK,1475,6041569,-0.57,81.2,3.88
2026-06-23 00:00:00,6,LT,3764,11502422,2.25,81.1,1.04
2026-06-23 00:00:00,7,AXISBANK,1208,11793052,2.2,89.9,2.46
2026-06-23 00:00:00,8,TITAN,3626,7849452,-1.46,74.3,4.72
2026-06-23 00:00:00,9,HDFCBANK,1741,5042775,3.45,71.4,4.48
2026-06-23 00:00:00,10,RELIANCE,1638,1966769,1.44,96.8,3.7
2026-06-24 00:00:00,1,ITC,393,9986473,2.57,67.2,2.2
2026-06-24 00:00:00,2,ICICIBANK,1524,11115353,-2.22,62.8,4.98
2026-06-24 00:00:00,3,SBIN,970,10375955,-0.98,67.9,5.52
2026-06-24 00:00:00,4,RELIANCE,1597,1257256,-1.02,67.2,4.66
2026-06-24 00:00:00,5,TITAN,3642,5070038,2.37,86.7,2.86
2026-06-24 00:00:00,6,TCS,3931,10262353,-0.25,70.8,3.22
2026-06-24 00:00:00,7,AXISBANK,1211,6174467,-0.67,79.5,3.39
2026-06-24 00:00:00,8,HDFCBANK,1645,8876742,2.83,72.2,1.86
2026-06-24 00:00:00,9,LT,3800,7944595,-2.18,92.8,4.65
2026-06-24 00:00:00,10,INFY,3474,5375063,1.37,82.2,4.54
2026-06-25 00:00:00,1,RELIANCE,1585,9197701,4.27,84.4,3.35
2026-06-25 00:00:00,2,LT,3763,6908535,-1.32,87.4,3.34
2026-06-25 00:00:00,3,AXISBANK,1258,11767775,4.2,79.9,5.16
2026-06-25 00:00:00,4,SBIN,839,1813936,2.85,75.7,5.18
2026-06-25 00:00:00,5,ITC,429,2140312,2.45,60.3,3.43
2026-06-25 00:00:00,6,TCS,3965,2014184,1.82,85.3,4.01
2026-06-25 00:00:00,7,TITAN,3643,9184838,-2.39,80.2,2.94
2026-06-25 00:00:00,8,HDFCBANK,1624,9882154,2.56,80.4,2.29
2026-06-25 00:00:00,9,INFY,3598,8223819,3.14,94.6,1.36
2026-06-25 00:00:00,10,ICICIBANK,1394,9797727,-1.46,67.3,3.54
2026-06-26 00:00:00,1,TCS,3927,6032739,2.29,92.2,4.2
2026-06-26 00:00:00,2,ITC,378,2568678,0.34,74.3,3.28
2026-06-26 00:00:00,3,AXISBANK,1122,3875339,-1.92,92.1,4.15
2026-06-26 00:00:00,4,TITAN,3604,10493498,4.34,97,5.45
2026-06-26 00:00:00,5,HDFCBANK,1630,4854842,-1.02,93,5.42
2026-06-26 00:00:00,6,INFY,3591,5548220,-2.17,62.8,5.61
2026-06-26 00:00:00,7,RELIANCE,1659,10454126,2.11,66.8,5.22
2026-06-26 00:00:00,8,LT,3724,4475536,1.61,88.6,4.51
2026-06-26 00:00:00,9,ICICIBANK,1471,2290796,-0.41,81.4,3.75
2026-06-26 00:00:00,10,SBIN,919,10069132,-0.18,88.7,1.53
2026-06-27 00:00:00,1,INFY,3624,11298949,4.18,75.1,4.82
2026-06-27 00:00:00,2,ICICIBANK,1377,11638817,-0.59,97.7,3.35
2026-06-27 00:00:00,3,ITC,461,10278433,4.09,76.4,4.33
2026-06-27 00:00:00,4,AXISBANK,1217,2437708,2.91,71.2,2.08
2026-06-27 00:00:00,5,HDFCBANK,1638,2376369,-0.62,74.4,4.88
2026-06-27 00:00:00,6,LT,3759,7536772,-0.28,64,0.83
2026-06-27 00:00:00,7,RELIANCE,1598,8461429,0.02,70.3,1.49
2026-06-27 00:00:00,8,SBIN,867,8230636,0.64,81.1,2.92
2026-06-27 00:00:00,9,TITAN,3526,2503554,-0.02,63.5,3.91
2026-06-27 00:00:00,10,TCS,3953,7463219,-2.41,75.7,4.85
2026-06-28 00:00:00,1,RELIANCE,1588,9273246,-1.48,66.4,2.24
2026-06-28 00:00:00,2,ITC,446,9124053,2.98,73.7,5.71
2026-06-28 00:00:00,3,LT,3880,9318184,1.66,67.4,1.36
2026-06-28 00:00:00,4,ICICIBANK,1447,1113537,4.14,72.6,4.02
2026-06-28 00:00:00,5,TCS,3954,8385715,-0.16,91,5.27
2026-06-28 00:00:00,6,AXISBANK,1272,3283789,-0.4,82.9,4.42
2026-06-28 00:00:00,7,SBIN,942,6271120,-1.26,75.1,2.46
2026-06-28 00:00:00,8,INFY,3595,10661651,2.97,72.4,2.26
2026-06-28 00:00:00,9,HDFCBANK,1720,7123944,-1.7,81.4,3.88
2026-06-28 00:00:00,10,TITAN,3659,4018677,2.27,80.9,5.76
2026-06-29 00:00:00,1,ICICIBANK,1405,11625615,-0.38,69.6,1.6
2026-06-29 00:00:00,2,TCS,3978,7324856,-1.98,97.6,3.29
2026-06-29 00:00:00,3,SBIN,922,9965197,1.05,95,4.4
2026-06-29 00:00:00,4,TITAN,3659,1616817,3.04,73.7,5.46
2026-06-29 00:00:00,5,RELIANCE,1657,10962645,1.97,63.2,4.8
2026-06-29 00:00:00,6,INFY,3560,3790696,2.03,61.7,5.91
2026-06-29 00:00:00,7,LT,3822,6563269,4.26,76.4,0.85
2026-06-29 00:00:00,8,AXISBANK,1186,4724560,1.07,79.7,3.82
2026-06-29 00:00:00,9,HDFCBANK,1767,4708297,0.62,74.9,4.82
2026-06-29 00:00:00,10,ITC,520,9396422,-1.44,97.9,3.31
2026-06-30 00:00:00,1,TITAN,3636,4470657,1.15,73.2,1.31
2026-06-30 00:00:00,2,HDFCBANK,1735,6350413,-2.03,61.7,4.5
2026-06-30 00:00:00,3,AXISBANK,1125,6755892,2.04,85.7,1.65
2026-06-30 00:00:00,4,INFY,3532,9656941,-1.28,66.1,3.71
2026-06-30 00:00:00,5,ITC,488,4889890,3.08,83.9,1.77
2026-06-30 00:00:00,6,SBIN,930,7636771,-2.3,83.3,1.83
2026-06-30 00:00:00,7,RELIANCE,1671,8206700,0.22,86.8,1.87
2026-06-30 00:00:00,8,TCS,3886,10686290,-1.79,93.1,1.77
2026-06-30 00:00:00,9,LT,3803,4306357,0.7,70,5.29
2026-06-30 00:00:00,10,ICICIBANK,1505,11722462,-0.31,74.8,2.84
2026-07-01 00:00:00,1,RELIANCE,1677,10901382,-1.91,65.1,1.41
2026-07-01 00:00:00,2,ITC,448,2962077,-1.22,86.4,3.46
2026-07-01 00:00:00,3,INFY,3577,11006364,-1.53,74.6,1.77
2026-07-01 00:00:00,4,AXISBANK,1257,11825667,4.01,66.6,1.67
2026-07-01 00:00:00,5,ICICIBANK,1443,3353785,-1.19,92,4.02
2026-07-01 00:00:00,6,HDFCBANK,1711,1160783,0.89,67.4,2.8
2026-07-01 00:00:00,7,LT,3863,9479842,2.07,75.5,3.36
2026-07-01 00:00:00,8,TITAN,3633,9199017,-1.33,81.5,4.94
2026-07-01 00:00:00,9,SBIN,876,5900455,-2.27,68.5,2.3
2026-07-01 00:00:00,10,TCS,3987,10490039,2.7,89.1,3.66
2026-07-02 00:00:00,1,HDFCBANK,1759,4666525,4.43,63.9,5.12
2026-07-02 00:00:00,2,TITAN,3583,5994727,3.62,61.2,2.17
2026-07-02 00:00:00,3,SBIN,842,8366370,3.56,64.5,5.02
2026-07-02 00:00:00,4,RELIANCE,1573,10863726,2.32,92.7,3.97
2026-07-02 00:00:00,5,INFY,3579,3784709,1.81,89.8,5.03
2026-07-02 00:00:00,6,ITC,385,10564260,-0.04,70.7,3.6
2026-07-02 00:00:00,7,LT,3802,5909595,-0.47,70.2,5.26
2026-07-02 00:00:00,8,ICICIBANK,1394,3274804,4.24,89.9,5.58
2026-07-02 00:00:00,9,AXISBANK,1190,3128830,2.41,65,1.56
2026-07-02 00:00:00,10,TCS,3952,5153279,2.83,85.7,3.35
2026-07-03 00:00:00,1,SBIN,914,8628527,4.15,72.4,0.81
2026-07-03 00:00:00,2,INFY,3493,8691502,1.94,86.5,5.22
2026-07-03 00:00:00,3,TCS,4006,7672565,-0.98,76.3,1.9
2026-07-03 00:00:00,4,TITAN,3588,6416778,3.3,72.8,3.81
2026-07-03 00:00:00,5,RELIANCE,1664,9142618,3.02,94,4.76
2026-07-03 00:00:00,6,ITC,381,2670586,1.88,91.8,0.88
2026-07-03 00:00:00,7,HDFCBANK,1660,8403549,0.7,97.7,3.02
2026-07-03 00:00:00,8,LT,3753,11905143,-0.39,93.2,5.36
2026-07-03 00:00:00,9,ICICIBANK,1393,11982163,0.02,63.1,4.26
2026-07-03 00:00:00,10,AXISBANK,1162,1868846,0.27,71.6,4.44
2026-07-04 00:00:00,1,INFY,3503,10960289,-0.92,85.8,0.85
2026-07-04 00:00:00,2,ICICIBANK,1457,3023227,4.42,76,1.49
2026-07-04 00:00:00,3,AXISBANK,1138,4841091,0.18,87.8,1.33
2026-07-04 00:00:00,4,ITC,450,7166661,3.67,65.2,4.82
2026-07-04 00:00:00,5,TITAN,3554,11763861,4.45,65.4,3.56
2026-07-04 00:00:00,6,RELIANCE,1522,11239457,2.05,76.7,4.56
2026-07-04 00:00:00,7,SBIN,980,3539636,3.94,83.4,3.1
2026-07-04 00:00:00,8,TCS,3925,2454383,3.78,65.3,1.44
2026-07-04 00:00:00,9,LT,3818,6897789,4.24,72,1.53
2026-07-04 00:00:00,10,HDFCBANK,1690,11814938,-1.91,81,3.92
2026-07-05 00:00:00,1,HDFCBANK,1720,5958372,2.02,89.8,4.93
2026-07-05 00:00:00,2,ITC,431,9302838,0.2,69.2,4.12
2026-07-05 00:00:00,3,TITAN,3538,9863176,3.72,60.5,2.68
2026-07-05 00:00:00,4,TCS,3951,3214305,0.21,91.9,2.99
2026-07-05 00:00:00,5,INFY,3609,3898604,2.84,96.3,4.81
2026-07-05 00:00:00,6,SBIN,824,10854324,-2.03,70,1.01
2026-07-05 00:00:00,7,LT,3735,7676912,1.05,83.9,3.41
2026-07-05 00:00:00,8,RELIANCE,1626,8106413,2.41,63.1,3.59
2026-07-05 00:00:00,9,ICICIBANK,1527,3561552,-0.56,71.8,3.46
2026-07-05 00:00:00,10,AXISBANK,1172,3606795,1.25,74.8,4.1
2026-07-06 00:00:00,1,INFY,3499,8606317,1.79,62.1,4.26
2026-07-06 00:00:00,2,HDFCBANK,1664,3003921,-2.41,65.2,0.86
2026-07-06 00:00:00,3,TITAN,3647,6816746,1.16,89.8,4.55
2026-07-06 00:00:00,4,ITC,412,7238933,-1.61,89.7,2.2
2026-07-06 00:00:00,5,RELIANCE,1550,1492516,-0.15,76.3,3.52
2026-07-06 00:00:00,6,AXISBANK,1187,10674609,1.89,78.9,3.46
2026-07-06 00:00:00,7,SBIN,834,9382064,3.52,66.3,1.62
2026-07-06 00:00:00,8,LT,3746,10628650,2.22,64.4,4.65
2026-07-06 00:00:00,9,ICICIBANK,1370,1738833,3.51,60.5,1.04
2026-07-06 00:00:00,10,TCS,3963,7425329,3.94,66.8,5.79
2026-07-07 00:00:00,1,AXISBANK,1189,2306728,1.5,64.5,4.3
2026-07-07 00:00:00,2,ICICIBANK,1383,4008898,-0.94,79.6,1.04
2026-07-07 00:00:00,3,SBIN,922,2156393,3.64,92.9,4.82
2026-07-07 00:00:00,4,HDFCBANK,1699,6491198,-1.9,77.4,2.72
2026-07-07 00:00:00,5,ITC,444,10459107,2.99,88.1,2.06
2026-07-07 00:00:00,6,INFY,3564,10926926,4.3,97.9,4.83
2026-07-07 00:00:00,7,TCS,4009,5112546,-1.45,95.4,0.92
2026-07-07 00:00:00,8,LT,3858,6812025,1.95,86.4,0.85
2026-07-07 00:00:00,9,TITAN,3605,1024528,2.81,74.3,4.64
2026-07-07 00:00:00,10,RELIANCE,1598,2743975,-1.06,97.4,2.98
2026-07-08 00:00:00,1,SBIN,937,2424426,1.57,79.2,4.11
2026-07-08 00:00:00,2,ITC,470,2255447,1.64,62.4,4.24
2026-07-08 00:00:00,3,TITAN,3553,4972370,-0.46,92.3,5.62
2026-07-08 00:00:00,4,HDFCBANK,1720,6473593,-0.27,70.3,1.19
2026-07-08 00:00:00,5,TCS,3921,3283577,2.96,82.2,1.61
2026-07-08 00:00:00,6,LT,3762,8542478,0.76,75.4,3.59
2026-07-08 00:00:00,7,AXISBANK,1173,8581910,-0.34,70.1,1.42
2026-07-08 00:00:00,8,ICICIBANK,1410,6103880,3.28,86.5,1.01
2026-07-08 00:00:00,9,INFY,3553,3488460,-1.86,69.4,2.65
2026-07-08 00:00:00,10,RELIANCE,1651,1821255,2.24,69.9,5.95
2026-07-09 00:00:00,1,INFY,3496,3345338,-1.65,62.3,4.86
2026-07-09 00:00:00,2,HDFCBANK,1676,3193037,-1.11,75.2,4.37
2026-07-09 00:00:00,3,AXISBANK,1141,10769772,1.6,94.9,1.19
2026-07-09 00:00:00,4,TCS,3886,4317700,3.82,76.9,1.47
2026-07-09 00:00:00,5,TITAN,3604,3055673,-2.2,77.5,1.67
2026-07-09 00:00:00,6,SBIN,966,8267158,3.25,75,0.95
2026-07-09 00:00:00,7,ICICIBANK,1479,3899223,-0.02,94.5,2.23
2026-07-09 00:00:00,8,ITC,484,3493621,-2.26,83.5,2.08
2026-07-09 00:00:00,9,LT,3795,9370012,0.38,80.9,1.12
2026-07-09 00:00:00,10,RELIANCE,1591,7425930,-1.54,67.6,5.4
2026-07-10 00:00:00,1,ITC,458,10490050,1.02,74.8,1.74
2026-07-10 00:00:00,2,TCS,3951,11017950,-0.97,94,4.85
2026-07-10 00:00:00,3,ICICIBANK,1384,8913550,1.21,89.1,6
2026-07-10 00:00:00,4,LT,3760,2679975,-0.77,69.2,3.58
2026-07-10 00:00:00,5,INFY,3484,4681115,1.53,97.3,2.82
2026-07-10 00:00:00,6,SBIN,864,3954473,-0.84,72.1,4.64
2026-07-10 00:00:00,7,AXISBANK,1211,10924771,-2.3,86.6,5.73
2026-07-10 00:00:00,8,RELIANCE,1664,3384080,1.44,67.2,5.94
2026-07-10 00:00:00,9,HDFCBANK,1746,10095341,-0.34,78.6,1.27
2026-07-10 00:00:00,10,TITAN,3579,11094226,-0.97,80,0.8
2026-07-11 00:00:00,1,ICICIBANK,1407,10841668,2.43,65.4,1.38
2026-07-11 00:00:00,2,TITAN,3654,7121835,4.22,74.2,5.7
2026-07-11 00:00:00,3,RELIANCE,1621,10831728,-1.79,71.5,1.51
2026-07-11 00:00:00,4,LT,3760,8329435,3.04,96.5,4.18
2026-07-11 00:00:00,5,TCS,3914,10428414,2.35,95.3,4.89
2026-07-11 00:00:00,6,SBIN,877,10880943,3.2,74.4,4.62
2026-07-11 00:00:00,7,ITC,445,3136551,-1.26,60.1,4.45
2026-07-11 00:00:00,8,INFY,3616,7569981,3.46,89.3,3.75
2026-07-11 00:00:00,9,HDFCBANK,1666,11106404,-0.27,90.7,3.98
2026-07-11 00:00:00,10,AXISBANK,1264,2746679,4.06,65.3,4.68
2026-07-12 00:00:00,1,AXISBANK,1187,4517918,-0.75,62.6,2.13
2026-07-12 00:00:00,2,ICICIBANK,1397,1021494,-2.16,76.7,2.98
2026-07-12 00:00:00,3,LT,3762,7946088,0.95,74.4,3.64
2026-07-12 00:00:00,4,INFY,3495,9044494,3.02,82,4.74
2026-07-12 00:00:00,5,RELIANCE,1577,3728923,0.66,90.4,0.97
2026-07-12 00:00:00,6,ITC,375,6347182,-0.67,64,2.58
2026-07-12 00:00:00,7,TCS,3966,3699529,2.62,80.8,5.47
2026-07-12 00:00:00,8,TITAN,3543,6669869,1.66,83.3,3.31
2026-07-12 00:00:00,9,SBIN,827,8236404,4.1,66.3,5.43
2026-07-12 00:00:00,10,HDFCBANK,1660,1898516,-1.79,67.8,1.79
2026-07-13 00:00:00,1,HDFCBANK,1720,10592705,1.35,78.7,1.08
2026-07-13 00:00:00,2,ITC,370,8174037,-1.89,91.3,4.05
2026-07-13 00:00:00,3,RELIANCE,1642,4349987,-1.82,67.9,4.12
2026-07-13 00:00:00,4,TCS,3890,8945197,3.41,71.7,2.87
2026-07-13 00:00:00,5,LT,3845,5446036,-1.86,80.7,1.76
2026-07-13 00:00:00,6,INFY,3567,7197531,-1.19,61.7,3.09
2026-07-13 00:00:00,7,SBIN,887,4795715,3.36,81.4,1.59
2026-07-13 00:00:00,8,ICICIBANK,1394,2437930,2.18,90.7,2.95
2026-07-13 00:00:00,9,AXISBANK,1270,4817030,1.38,92,5.06
2026-07-13 00:00:00,10,TITAN,3627,9984440,2.31,95.6,3.78
2026-07-14 00:00:00,1,INFY,3514,3804559,4.31,90.7,1.46
2026-07-14 00:00:00,2,SBIN,928,2314805,4.42,76.5,5.99
2026-07-14 00:00:00,3,TITAN,3680,3480985,3.34,69.8,5.54
2026-07-14 00:00:00,4,TCS,3887,2460078,0.22,75.1,2.5
2026-07-14 00:00:00,5,LT,3790,9718920,0.71,93.2,4.89
2026-07-14 00:00:00,6,AXISBANK,1279,10857890,1.16,75.9,2.96
2026-07-14 00:00:00,7,RELIANCE,1557,10505868,1.62,88.8,5.69
2026-07-14 00:00:00,8,ICICIBANK,1397,10440266,2.96,89.9,5.31
2026-07-14 00:00:00,9,ITC,458,7893590,-0.65,84.9,3.77
2026-07-14 00:00:00,10,HDFCBANK,1741,1628569,-1.29,75.3,4.01
2026-07-15 00:00:00,1,HDFCBANK,1688,7248518,-2.36,91.1,2.38
2026-07-15 00:00:00,2,ICICIBANK,1441,9248001,3.51,86,5.86
2026-07-15 00:00:00,3,ITC,428,3254614,-0.4,88.3,4.82
2026-07-15 00:00:00,4,TITAN,3602,5520117,2.6,83,1.26
2026-07-15 00:00:00,5,TCS,3983,4546544,3.89,75.5,3.32
2026-07-15 00:00:00,6,SBIN,952,7273172,3.25,79.6,1.63
2026-07-15 00:00:00,7,INFY,3549,9502613,0.32,89.7,3.53
2026-07-15 00:00:00,8,AXISBANK,1265,1485669,-1.28,93.3,1.84
2026-07-15 00:00:00,9,RELIANCE,1534,5185752,-2.27,61.9,2.67
2026-07-15 00:00:00,10,LT,3770,5596579,0.08,77.6,2.86
